"","Age","Gender","Kids","Education","WorkStatus","AnnualIncome","CurrentOccu","CurJobYears","CurJobMonths","CommunitySize","CountryOfRes","MaritalStatus","Sons","Daughters","DP1","DP2","DP3","DP4","DP5","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5","YouProcast","OthersThinkU","DPMean","AIPMean","GPMean","SWLSMean"
"3142",45,"Female","No Kids","ma","full-time",67500,"other",14,0,"Medium-Sized","United States","Married",0,0,5,3,3,2,2,1,1,1,4,3,3,2,4,2,3,1,1,1,1,2,3,3,4,1,3,2,3,4,4,3,3,4,1,2,4,3,2,4,4,4,1,1,2,2,1,"yes","no",3.5,2,3.05,1.4
"3143",24,"Male","No Kids","deg","full-time",35000,"other",0,10,"Large Town","United States","Single",0,0,3,3,3,3,3,2,2,4,4,2,1,3,3,1,3,5,3,3,2,3,3,2,4,5,4,3,2,4,4,3,4,4,3,4,2,5,4,5,5,5,5,4,5,5,5,"yes","yes",3,2.73333333333333,3.75,4.8
"3144",28,"Female","No Kids","ma","full-time",35000,"other",0,10,"Village","United States","Divorced",0,0,4,4,4,3,3,1,3,4,4,3,4,4,2,2,4,3,4,3,4,3,4,3,3,4,4,2,4,3,4,3,4,4,1,4,3,5,3,3,3,3,4,4,3,5,4,"yes","yes",3.5,3.2,3.35,4
"3145",45,"Male","Yes Kids","ma","full-time",87500,"other",0,0,"Small Town","United States","Married",1,1,3,2,1,1,1,4,1,1,3,4,4,2,2,2,3,3,3,1,2,3,2,1,2,3,1,5,3,3,3,3,3,3,5,2,2,2,2,2,3,2,4,4,5,5,5,"no","no",2,2.53333333333333,2.6,4.6
"3146",28,"Female","No Kids","deg","student",15000,"other",2,0,"Medium-Sized","United States","Single",0,0,4,3,5,3,3,1,3,5,3,4,4,4,4,4,4,4,4,5,4,2,4,1,2,5,4,3,3,4,5,4,3,5,1,4,4,5,4,4,5,4,3,2,2,3,3,"yes","yes",3.5,3.66666666666667,3.7,2.6
"3147",37.5,"Male","Yes Kids","phd","full-time",45000,"other",4,0,"Large Town","United States","Married",1,1,3,2,4,3,3,1,1,5,3,4,4,5,4,5,5,2,3,4,3,5,5,2,4,1,3,2,5,3,5,3,4,5,4,4,4,5,5,4,4,3,4,4,4,3,3,"yes","yes",3,3.6,3.75,3.6
"3148",28,"Female","No Kids","deg","student",15000,"other",2,0,"Large Town","United States","Single",0,0,4,4,2,2,1,1,1,1,3,3,3,3,3,3,3,3,3,2,2,3,3,2,2,4,2,3,2,3,4,2,5,3,1,2,3,4,3,4,3,3,3,3,2,2,4,"yes","yes",2.5,2.46666666666667,2.9,2.8
"3149",28,"Male","No Kids","phd","full-time",87500,"other",0,8,"Small Town","United States","Single",0,0,2,3,2,2,3,2,2,2,3,2,3,2,3,2,3,3,2,2,2,3,3,3,3,2,3,2,2,3,2,2,3,2,2,2,3,3,2,2,3,3,3,4,3,4,3,"yes","no",2.5,2.4,2.5,3.4
"3150",23,"Male","No Kids","deg","part-time",10000,"other",3,2,"Large Town","United States","Single",0,0,5,4,5,5,5,2,3,4,5,5,1,3,5,5,5,3,5,3,2,5,5,1,5,5,4,3,5,4,5,1,2,5,2,5,5,5,5,4,5,4,2,3,1,3,1,"yes","no",5,3.73333333333333,4,2
"3151",37.5,"Female","No Kids","deg","unemployed",NA,"other",0,0,"Village","United States","Divorced",0,0,4,4,2,3,3,1,1,3,4,3,3,3,3,2,3,2,2,2,3,2,3,1,3,5,2,2,4,2,4,4,4,4,2,3,2,3,4,5,5,5,1,2,2,1,3,"yes","yes",3.5,2.46666666666667,3.35,1.8
"3152",25,"Male","No Kids","deg","student",25000,"other",1,0,"Village","United States","Single",0,0,4,4,4,4,4,1,1,2,3,2,4,2,4,2,3,4,2,4,2,2,4,3,3,2,3,2,3,5,4,2,3,4,2,3,3,3,3,4,2,3,1,2,2,2,2,"yes","no",4,2.53333333333333,3.05,1.8
"3153",55,"Female","Yes Kids","ma","full-time",67500,"other",0,0,"Medium-Sized","United States","Married",1,1,3,3,3,2,2,2,2,3,5,1,2,3,2,2,3,4,3,4,4,3,4,1,3,5,2,4,4,4,4,4,4,5,3,3,3,5,5,3,4,3,5,5,5,5,5,"yes","no",2.5,2.86666666666667,3.65,5
"3154",37.5,"Female","Yes Kids","high","unemployed",67500,"other",0,0,"Large Town","United States","Married",1,1,1,2,3,1,1,1,2,5,2,2,2,3,3,3,4,2,4,2,1,1,2,1,2,1,1,2,2,2,1,1,5,1,1,1,2,1,2,2,1,3,4,4,4,3,4,"no","yes",1,2.46666666666667,1.7,3.8
"3155",32.5,"Male","Yes Kids","deg","full-time",87500,"other",2,0,"Small Town","United States","Divorced",1,0,5,5,5,5,5,2,2,2,5,5,1,5,4,4,5,5,3,4,4,5,5,1,3,4,3,3,5,3,5,5,4,5,4,5,5,4,4,4,5,5,3,4,3,3,3,"yes","yes",5,3.73333333333333,4.1,3.2
"3156",28,"Female","No Kids","ltuni","full-time",150000,"other",10,0,"Village","United States","Single",0,0,5,5,3,4,3,1,5,5,5,4,4,5,5,4,5,3,5,3,4,5,5,4,4,5,3,3,5,3,5,5,5,5,2,3,5,4,5,5,5,5,4,4,3,3,2,"yes","yes",4,4.2,4.3,3.2
"3157",55,"Female","No Kids","ltuni","part-time",15000,"other",5,0,"Medium-Sized","United States","Married",0,0,3,3,3,3,3,3,3,3,3,4,3,4,4,3,4,4,4,4,3,4,4,3,3,1,3,3,4,3,4,2,4,4,4,3,4,4,3,4,4,4,3,3,3,4,3,"yes","yes",3,3.53333333333333,3.4,3.2
"3158",55,"Male","Yes Kids","dip","full-time",25000,"other",7,0,"Other","United States","Married",0,1,2,1,3,3,5,5,1,5,1,4,1,2,3,4,4,5,1,3,1,5,3,1,5,3,4,5,2,2,2,1,3,2,3,5,3,5,4,5,4,4,1,1,1,1,1,"yes","yes",3.5,3,3.3,1
"3159",55,"Male","No Kids","ma","full-time",67500,"other",5,0,"Village","United States","Single",0,0,4,2,3,2,2,1,2,3,3,2,2,3,3,3,3,2,2,2,3,2,2,2,2,3,2,2,2,2,3,2,3,3,2,2,2,3,2,2,3,2,3,3,3,2,3,"yes","yes",3,2.4,2.3,2.8
"3160",32.5,"Female","Yes Kids","dip","unemployed",10000,"other",0,0,"Small Town","United States","Separated",0,1,4,5,4,5,5,3,3,3,4,4,4,5,5,4,4,5,4,4,4,5,5,5,4,5,5,5,5,4,5,4,4,4,5,5,5,5,5,5,5,4,1,1,1,1,1,"yes","yes",4.5,4.06666666666667,4.7,1
"3161",67.5,"Female","Yes Kids","Other","part-time",NA,"other",6,0,"Village","United States","Married",3,0,4,4,5,3,2,1,2,2,5,5,4,4,4,3,5,4,4,2,2,1,5,2,1,4,5,2,4,4,4,1,5,4,1,1,4,5,5,5,5,1,5,5,4,4,4,"yes","no",3,3.2,3.4,4.4
"3162",45,"Female","No Kids","deg","full-time",150000,"other",0,0,"Small Town","United States","Married",0,0,2,4,3,2,2,1,1,1,2,2,3,1,3,1,2,3,2,2,1,1,3,2,3,1,3,2,3,3,4,1,1,4,2,2,3,2,2,4,3,3,4,3,4,4,4,"yes","no",2,1.73333333333333,2.55,3.8
"3163",37.5,"Female","No Kids","phd","student",25000,"other",2,0,"Small Town","United States","Divorced",0,0,4,4,4,5,5,2,5,5,5,5,3,5,5,5,5,2,5,2,5,5,5,4,4,4,4,3,2,4,5,4,5,5,2,3,5,5,4,5,5,5,2,3,3,1,1,"yes","yes",4.5,4.26666666666667,4.15,2
"3164",45,"Female","No Kids","ma","full-time",87500,"other",NA,0,"Village","United States","Single",0,0,5,5,5,5,5,1,1,4,3,2,5,3,4,1,2,3,2,2,3,3,3,1,1,1,3,1,5,4,5,1,2,4,1,1,3,3,1,4,5,4,1,1,1,1,1,"yes","no",5,2.6,2.65,1
"3165",28,"Male","No Kids","ma","student",25000,"other",4,9,"Large Town","United States","Married",0,0,3,3,3,2,2,2,2,5,1,2,1,1,3,3,2,4,3,3,1,3,3,1,2,3,4,3,3,3,4,2,2,3,4,4,4,4,3,4,3,4,4,4,4,4,4,"yes","no",2.5,2.4,3.15,4
"3166",37.5,"Female","No Kids","phd","full-time",67500,"other",6,0,"Small Town","United States","Married",0,0,3,4,4,2,2,1,1,2,4,2,1,3,2,1,2,5,3,5,4,2,5,1,1,4,3,2,2,4,4,3,3,4,2,3,2,4,3,4,4,4,4,4,4,4,2,"yes","yes",2.5,2.53333333333333,3.1,3.6
"3167",55,"Male","Yes Kids","deg","unemployed",10000,"other",0,0,"Small Town","United States","Married",3,0,3,4,5,5,5,1,1,4,4,5,3,5,5,2,5,5,2,3,1,5,5,3,3,5,5,2,4,4,5,3,3,4,3,4,5,5,4,5,5,4,1,1,1,1,1,"yes","yes",4,3.4,4.05,1
"3168",55,"Female","Yes Kids","high","unemployed",87500,"other",0,0,"Small Town","United States","Married",2,3,5,4,2,4,4,5,1,3,1,3,5,2,3,4,5,4,2,1,1,5,5,3,1,1,3,5,5,3,1,1,4,3,5,3,3,4,3,5,5,5,5,4,2,4,1,"yes","yes",4.5,3,3.4,3.2
"3169",22,"Male","No Kids","dip","full-time",25000,"other",0,8,"Village","United States","Single",0,0,3,3,2,2,2,3,3,4,3,3,2,3,3,3,3,3,3,4,3,2,3,1,3,4,1,1,4,4,4,3,4,3,3,2,3,4,4,4,4,3,2,3,3,2,1,"yes","yes",2.5,3,3.1,2.2
"3170",28,"Male","No Kids","ma","full-time",15000,"other",0,9,"Large Town","United States","Single",0,0,3,4,4,4,4,1,1,2,1,2,1,3,4,1,4,2,1,4,1,2,3,2,3,5,3,4,4,4,5,2,4,5,3,4,5,5,4,4,4,3,1,2,2,1,2,"yes","yes",3.5,2,3.8,1.6
"3171",55,"Male","Yes Kids","ma","full-time",150000,"other",4,0,"Other","United States","Married",0,1,3,3,2,2,2,2,2,5,3,2,1,2,3,2,2,4,2,3,1,3,3,1,2,3,2,2,2,3,3,1,3,3,4,2,2,3,3,2,3,2,3,3,3,3,3,"no","no",2.5,2.46666666666667,2.45,3
"3172",20,"Female","No Kids","ltuni","student",NA,"other",2,0,"Other","United States","Single",0,0,3,4,1,2,2,1,2,2,4,3,1,5,2,2,5,1,1,1,5,2,5,4,1,5,2,5,4,1,5,1,3,5,1,2,4,2,2,3,5,2,3,3,4,4,2,"yes","yes",2.5,2.46666666666667,3.1,3.2
"3173",25,"Female","No Kids","deg","student",10000,"other",2,0,"Large Town","United States","Single",0,0,4,3,5,3,3,3,3,3,4,2,3,4,4,2,4,5,3,4,3,3,5,2,3,5,4,4,3,4,5,1,3,4,3,4,5,5,5,4,4,4,1,3,2,2,4,"yes","yes",3.5,3.33333333333333,3.85,2.4
"3174",55,"Female","Yes Kids","high","retired",15000,"other",6,0,"Small Town","United States","Divorced",1,0,3,3,4,3,2,2,1,4,2,1,1,4,3,2,4,2,2,3,3,2,3,3,3,1,3,2,3,3,5,2,3,4,2,2,3,5,4,2,4,3,3,2,2,3,4,"yes","yes",2.5,2.4,3,2.8
"3175",28,"Female","No Kids","deg","full-time",35000,"other",2,0,"Village","United States","Married",0,0,2,3,4,3,3,1,1,2,4,3,2,3,4,2,4,2,2,3,2,3,3,1,1,3,1,1,3,4,3,3,3,3,1,1,4,3,3,4,3,3,3,2,2,3,4,"yes","yes",2.5,2.53333333333333,2.55,2.8
"3176",28,"Male","No Kids","ltuni","full-time",25000,"other",7,6,"Large Town","United States","Divorced",0,0,5,4,4,4,4,4,3,4,4,5,5,5,5,4,5,4,3,4,3,4,2,5,3,5,4,4,4,4,4,4,3,4,4,4,5,5,5,4,5,4,1,2,1,1,1,"yes","yes",4.5,4.13333333333333,4.1,1.2
"3177",28,"Male","No Kids","ltuni","student",10000,"other",0,1,"Small Town","United States","Married",0,0,2,4,2,2,2,3,2,2,2,3,5,4,4,4,4,1,1,3,1,4,4,2,2,1,2,4,4,1,4,2,2,4,2,2,4,4,4,4,4,4,2,2,2,3,1,"yes","yes",2,2.86666666666667,3,2
"3178",67.5,"Male","No Kids","deg","retired",35000,"other",12,0,"Village","United States","Widowed",0,0,5,5,5,5,5,1,1,4,3,5,4,5,4,5,5,3,2,2,3,5,5,2,2,3,1,1,5,4,4,2,3,5,2,3,4,4,3,4,4,4,2,4,3,4,2,"yes","yes",5,3.46666666666667,3.25,3
"3179",55,"Female","No Kids","phd","full-time",55000,"other",3,7,"Small Town","United States","Divorced",0,0,4,3,5,2,2,1,1,1,1,2,3,1,2,2,3,3,1,3,1,2,3,1,2,1,1,1,2,4,4,1,1,3,2,2,3,2,1,3,4,4,4,4,4,3,3,"yes","no",3,1.8,2.25,3.6
"3180",45,"Female","Yes Kids","ma","full-time",87500,"other",5,0,"Large Town","United States","Married",2,0,5,5,5,5,5,5,5,2,5,4,3,5,2,1,5,5,5,5,5,5,5,3,4,3,5,5,5,5,4,5,5,5,4,5,5,5,4,3,3,2,3,3,2,4,2,"no","yes",5,4.13333333333333,4.25,2.8
"3181",37.5,"Female","No Kids","phd","full-time",45000,"other",1,0,"Small Town","United States","Other",0,0,5,5,5,5,5,3,4,5,5,5,3,5,4,5,5,4,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,3,5,3,5,5,5,5,4,2,2,3,3,2,"yes","yes",5,4.53333333333333,4.55,2.4
"3182",55,"Male","Yes Kids","deg","part-time",87500,"other",0,0,"Village","United States","Married",1,2,3,3,3,3,3,2,2,2,3,3,4,4,3,2,3,2,4,2,4,4,3,2,4,3,2,2,3,3,3,2,4,2,2,2,2,3,3,4,2,3,3,3,3,4,4,"no","no",3,2.93333333333333,2.7,3.4
"3183",45,"Male","No Kids","deg","full-time",45000,"other",2,0,"Large Town","United States","Divorced",0,0,4,4,4,4,4,1,1,3,2,3,2,2,2,1,3,4,3,4,2,3,4,5,2,4,4,3,4,4,3,2,1,4,2,5,3,5,5,5,4,5,4,3,3,4,2,"yes","no",4,2.4,3.7,3.2
"3184",55,"Male","No Kids","ltuni","full-time",55000,"other",14,0,"Village","United States","Single",0,0,5,5,3,4,4,1,3,5,5,4,5,5,5,2,4,4,4,1,5,5,5,3,2,1,2,4,4,4,4,4,2,4,2,4,5,5,4,5,4,4,2,2,2,2,2,"yes","yes",4.5,3.86666666666667,3.6,2
"3185",55,"Male","No Kids","phd","full-time",87500,"other",9,9,"Village","United States","Single",0,0,3,3,3,3,4,2,2,5,3,4,5,3,3,4,4,1,2,2,3,4,4,1,2,4,3,3,4,3,4,3,2,4,3,4,5,2,2,4,4,4,2,3,2,2,2,"yes","no",3.5,3.13333333333333,3.25,2.2
"3186",55,"Male","Yes Kids","ltuni","part-time",NA,"other",1,0,"Large-City","United States","Married",2,1,2,3,3,3,3,4,1,5,4,3,1,4,4,2,3,3,2,4,2,2,5,4,2,4,4,4,4,4,3,2,2,2,5,2,3,5,4,3,4,3,1,3,1,3,1,"yes","yes",2.5,2.93333333333333,3.45,1.8
"3187",67.5,"Female","No Kids","ma","retired",NA,"other",6,0,"Village","United States","Single",0,0,3,3,2,2,2,1,1,5,1,3,3,1,3,1,2,4,1,5,1,2,3,1,1,3,1,3,4,1,4,1,3,3,1,3,3,3,1,4,3,4,1,1,1,2,3,"yes","no",2.5,2.26666666666667,2.5,1.6
"3188",55,"Male","No Kids","ma","part-time",87500,"other",0,0,"Small Town","United States","Divorced",0,0,3,3,2,2,2,2,1,2,3,2,2,3,3,1,2,3,2,3,2,4,3,1,1,2,2,2,2,2,5,1,1,4,3,3,4,2,3,4,2,3,2,3,3,2,2,"yes","yes",2.5,2.33333333333333,2.5,2.4
"3189",55,"Female","No Kids","ma","part-time",67500,"other",6,7,"Medium-Sized","United States","Divorced",0,0,5,3,4,2,3,2,1,5,4,4,4,3,3,2,4,3,2,1,1,4,4,4,2,1,4,3,4,3,4,4,3,4,4,4,3,5,3,5,5,4,3,4,3,4,3,"yes","no",4,2.86666666666667,3.65,3.4
"3190",19,"Female","No Kids","ltuni","student",10000,"other",NA,0,"Village","United States","Single",0,0,3,2,2,2,1,1,1,3,2,1,2,4,3,1,5,1,2,3,1,2,3,2,2,3,3,2,4,3,4,3,3,4,1,2,3,3,2,4,3,4,4,5,3,4,4,"yes","yes",2,2.13333333333333,2.9,4
"3191",45,"Female","No Kids","phd","unemployed",150000,"other",2,0,"Rural/Country","United States","Single",0,0,5,4,5,4,4,2,2,2,4,5,4,2,4,2,4,2,3,1,3,5,4,3,2,4,5,3,3,3,5,2,2,5,4,5,3,3,2,3,5,5,1,1,1,2,1,"yes","yes",4.5,3,3.55,1.2
"3192",32.5,"Male","No Kids","ltuni","part-time",25000,"other",0,9,"Medium-Sized","United States","Single",0,0,5,4,4,3,3,4,2,4,3,4,3,4,5,4,4,4,3,3,3,5,4,2,3,5,4,3,5,4,5,2,4,5,4,3,3,3,4,4,5,4,2,2,2,2,1,"yes","yes",4,3.66666666666667,3.8,1.8
"3193",25,"Female","Yes Kids","ltuni","student",NA,"other",6,0,"Medium-Sized","United States","Married",2,1,2,4,3,1,1,2,1,2,1,3,1,2,2,1,2,1,1,2,1,4,3,1,4,1,5,1,1,1,2,1,3,1,5,1,2,4,3,2,2,3,3,3,3,1,1,"yes","no",1.5,1.73333333333333,2.3,2.2
"3194",45,"Female","Yes Kids","deg","full-time",35000,"other",2,0,"Small Town","United States","Divorced",1,3,4,4,3,3,3,2,1,5,2,3,3,4,4,3,5,3,1,3,1,3,4,3,4,2,2,2,3,4,4,2,4,3,2,3,4,4,4,3,4,3,3,4,4,4,3,"yes","yes",3.5,2.86666666666667,3.2,3.6
"3195",19,"Male","No Kids","ltuni","part-time",10000,"other",1,1,"Village","United States","Single",0,0,3,3,3,1,1,1,1,1,3,2,4,4,1,2,3,3,1,3,2,1,5,1,2,4,2,3,4,4,5,1,3,5,2,4,4,2,3,3,5,4,1,1,1,1,4,"yes","yes",2,2.13333333333333,3.3,1.6
"3196",67.5,"Male","No Kids","phd","retired",67500,"other",NA,0,"Rural/Country","United States","Married",0,0,4,4,4,3,4,1,2,5,5,4,4,5,5,3,5,3,4,5,4,4,4,4,4,5,3,4,4,5,5,5,3,5,4,4,5,4,4,5,4,4,4,4,4,5,1,"yes","yes",4,3.93333333333333,4.25,3.6
"3197",45,"Female","No Kids","deg","part-time",35000,"other",6,6,"Small Town","United States","Married",0,0,5,5,2,2,2,2,4,3,4,5,5,5,5,5,5,2,5,5,4,5,5,4,3,3,5,4,5,2,5,2,5,5,5,3,4,4,4,5,5,5,4,4,3,5,3,"yes","yes",3.5,4.26666666666667,4.15,3.8
"3198",23,"Male","No Kids","ltuni","part-time",15000,"other",1,4,"Medium-Sized","United States","Single",0,0,4,2,3,3,3,2,2,5,4,2,2,4,3,2,2,2,3,2,4,2,2,3,2,4,3,2,4,3,4,2,4,3,2,3,4,4,2,3,4,2,3,3,3,2,3,"yes","no",3.5,2.73333333333333,3,2.8
"3199",55,"Female","No Kids","deg","unemployed",87500,"other",0,0,"Small Town","United States","Single",0,0,2,2,2,2,1,1,1,1,3,2,3,1,2,1,5,3,2,1,3,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,3,2,3,3,3,3,3,3,"no","no",1.5,2.06666666666667,1.9,3
"3200",55,"Male","Yes Kids","deg","full-time",150000,"other",0,0,"Medium-Sized","United States","Divorced",1,0,2,3,3,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,4,4,4,4,4,"no","no",2,2,2.05,4
"3201",28,"Male","No Kids","ma","full-time",45000,"other",0,1,"Village","United States","Single",0,0,3,2,2,2,2,1,2,3,3,2,1,2,3,3,2,2,3,2,3,1,3,1,3,5,3,2,3,3,4,2,4,3,1,4,4,4,3,3,3,3,3,4,3,4,4,"yes","no",2.5,2.2,3.05,3.6
"3202",28,"Female","No Kids","deg","full-time",35000,"other",0,10,"Village","United States","Single",0,0,2,2,2,1,1,1,1,3,2,1,3,2,2,1,3,3,3,5,2,3,3,2,2,4,2,2,4,1,4,2,2,4,2,2,2,2,2,3,4,3,2,2,3,2,2,"yes","no",1.5,2.33333333333333,2.6,2.2
"3203",37.5,"Female","Yes Kids","ma","full-time",35000,"other",0,0,"Large Town","United States","Divorced",0,1,3,2,2,1,1,2,3,3,3,2,2,2,3,2,3,3,4,3,2,3,3,2,3,2,2,2,2,3,3,2,4,3,3,4,4,2,3,4,2,3,3,2,3,3,2,"yes","no",2,2.66666666666667,2.8,2.6
"3204",20,"Male","No Kids","ltuni","student",10000,"other",0,0,"Village","United States","Single",0,0,3,4,4,3,3,2,1,1,3,2,1,2,4,4,3,4,4,4,2,1,2,1,3,4,4,4,3,4,4,1,4,3,2,3,4,3,3,4,5,4,2,2,2,2,2,"yes","no",3,2.53333333333333,3.25,2
"3205",67.5,"Female","Yes Kids","phd","part-time",45000,"other",7,0,"Small Town","United States","Married",2,0,4,4,4,3,3,2,2,5,4,3,2,2,5,2,4,3,4,2,2,5,5,3,5,4,3,3,5,5,5,3,5,4,2,4,5,4,2,5,4,5,4,5,4,4,2,"yes","yes",3.5,3.13333333333333,4.05,3.8
"3206",37.5,"Female","Yes Kids","deg","part-time",25000,"other",0,6,"Rural/Country","United States","Married",1,2,5,5,5,4,4,4,2,5,5,4,5,5,5,3,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,2,3,5,4,5,5,5,5,5,4,5,1,1,1,1,1,"yes","yes",4.5,4.26666666666667,4.65,1
"3207",67.5,"Female","Yes Kids","ma","part-time",45000,"other",0,0,"Other","United States","Married",1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,1,1,2,1,2,2,1,2,1,1,1,3,5,5,5,5,4,"no","no",1,1.06666666666667,1.55,4.8
"3208",21,"Male","No Kids","ltuni","student",10000,"other",0,0,"Large Town","United States","Single",0,0,4,4,3,3,3,2,3,5,5,3,3,5,3,3,3,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,3,4,4,3,4,3,4,3,4,4,4,4,5,"yes","yes",3.5,3.66666666666667,3.65,4.2
"3209",55,"Female","Yes Kids","phd","full-time",25000,"other",4,0,"Small Town","United States","Married",0,1,4,4,4,3,3,1,2,5,5,5,3,4,5,3,4,2,4,3,4,3,4,2,4,3,3,4,3,4,4,3,3,4,2,3,5,4,4,5,5,5,3,2,3,2,2,"yes","yes",3.5,3.53333333333333,3.7,2.4
"3210",25,"Male","No Kids","ma","student",15000,"other",6,0,"Large Town","United States","Married",0,0,3,3,2,2,2,1,3,3,3,3,2,3,5,2,4,4,4,2,4,4,3,3,3,4,3,3,4,3,4,2,4,4,3,4,4,5,3,5,3,4,5,5,4,5,4,"yes","yes",2.5,3.13333333333333,3.55,4.6
"3211",45,"Male","No Kids","dip","full-time",55000,"other",0,0,"Village","United States","Divorced",0,0,4,5,5,3,3,2,4,5,4,5,4,5,5,5,5,5,5,3,5,5,5,3,4,4,5,5,5,3,5,5,4,5,3,3,5,3,3,5,4,5,3,3,3,4,3,"yes","yes",3.5,4.46666666666667,4.2,3.2
"3212",80,"Female","Yes Kids","phd","retired",67500,"other",0,0,"Rural/Country","United States","Divorced",1,0,3,2,1,2,2,1,1,3,3,3,3,2,3,2,3,2,1,3,1,4,5,1,1,1,3,1,4,3,3,1,4,4,1,2,4,5,2,3,4,3,3,3,4,5,3,"yes","yes",2.5,2.33333333333333,2.75,3.6
"3213",37.5,"Male","Yes Kids","phd","full-time",150000,"other",2,0,"Small Town","United States","Married",1,0,4,4,4,3,3,1,1,5,3,2,1,2,2,1,2,5,2,3,2,3,3,2,3,2,4,3,3,4,4,3,4,3,4,4,4,5,5,2,2,3,4,4,4,4,4,"yes","no",3.5,2.33333333333333,3.35,4
"3214",45,"Male","Yes Kids","deg","full-time",150000,"other",10,0,"Village","United States","Married",0,2,4,5,3,2,2,1,4,5,5,5,1,5,3,3,5,4,5,4,5,5,4,3,4,4,3,3,3,3,5,5,5,4,2,4,4,4,4,4,2,2,3,3,3,3,3,"yes","yes",3,4,3.6,3
"3215",22,"Female","Yes Kids","ltuni","part-time",10000,"other",1,0,"Rural/Country","United States","Married",2,0,3,3,2,1,1,3,1,5,5,1,5,1,2,1,5,1,4,5,1,2,3,1,5,5,3,1,2,2,4,1,1,2,2,5,2,5,5,3,5,2,3,1,2,2,1,"yes","yes",2,2.8,2.95,1.8
"3216",28,"Male","No Kids","deg","full-time",35000,"other",0,6,"Small Town","United States","Single",0,0,2,2,3,2,2,2,3,4,4,3,5,5,3,3,3,4,4,3,4,4,3,2,2,3,3,2,2,3,4,2,3,4,3,3,3,4,4,4,5,3,3,3,3,2,3,"yes","yes",2,3.6,3.1,2.8
"3217",45,"Male","Yes Kids","phd","full-time",250000,"other",0,0,"Village","United States","Married",3,1,3,3,3,2,3,2,2,3,3,2,3,3,4,2,3,4,3,3,3,3,3,2,3,3,2,3,3,3,4,2,3,3,4,4,3,3,3,3,2,2,3,3,3,4,4,"yes","yes",3,2.86666666666667,2.9,3.4
"3218",55,"Female","Yes Kids","phd","full-time",150000,"other",0,0,"Small Town","United States","Separated",0,1,3,3,3,3,3,4,4,5,4,4,4,3,4,4,5,5,4,4,3,4,4,2,4,5,2,5,4,2,5,4,5,5,4,5,4,3,3,1,5,3,2,4,2,3,2,"yes","yes",3,4.06666666666667,3.75,2.6
"3219",23,"Female","No Kids","deg","full-time",15000,"other",0,5,"Small Town","United States","Single",0,0,5,5,5,3,3,2,1,5,3,3,1,4,4,2,4,3,2,4,2,2,4,2,4,1,5,5,5,5,5,3,4,5,3,4,4,4,4,5,5,5,2,2,2,3,1,"yes","yes",4,2.8,4.1,2
"3220",24,"Female","No Kids","phd","student",10000,"other",2,0,"Village","United States","Single",0,0,4,4,3,1,1,3,4,5,5,3,3,4,5,2,2,1,5,2,5,4,5,3,3,4,3,4,3,4,4,5,5,4,2,3,5,3,1,5,5,4,4,4,3,3,1,"yes","yes",2.5,3.53333333333333,3.75,3
"3221",45,"Female","No Kids","ltuni","full-time",87500,"other",0,0,"Small Town","United States","Married",0,0,3,3,3,2,3,2,3,3,5,3,1,2,2,1,2,4,4,3,3,4,4,2,3,5,1,3,1,3,2,3,4,2,3,3,3,4,3,3,1,4,3,3,3,4,3,"yes","no",3,2.8,2.85,3.2
"3222",32.5,"Female","Yes Kids","deg","full-time",35000,"other",0,9,"Small Town","United States","Married",1,0,5,5,5,4,4,1,2,5,4,4,5,5,3,5,5,2,4,3,4,5,5,1,4,4,5,2,5,3,5,4,3,5,4,2,4,5,5,5,5,4,3,3,3,4,1,"yes","yes",4.5,3.8,4,2.8
"3223",25,"Female","No Kids","deg","full-time",35000,"other",3,0,"Small Town","United States","Single",0,0,3,3,2,2,2,1,1,3,1,5,2,1,2,1,3,1,1,1,1,1,3,1,2,3,5,1,1,3,4,3,3,1,1,4,2,5,5,1,3,3,5,5,5,4,5,"no","yes",2.5,1.66666666666667,2.7,4.8
"3224",32.5,"Female","No Kids","deg","full-time",150000,"other",9,0,"Village","United States","Married",0,0,3,3,2,1,1,1,1,3,1,1,2,2,3,1,5,1,1,4,1,3,5,1,2,3,3,1,5,3,5,4,3,5,1,2,2,4,4,4,4,2,5,4,4,5,5,"yes","no",2,2,3.15,4.6
